run_id,method,scenario,comm_profile,N,seed,dt_s,duration_s,v_max_mps,a_max_mps2,range_m,top_k,spawn_goal_dist_min,spawn_goal_dist_mean,collisions,near_misses,min_sep_min_m,min_sep_p05_m,completion_rate,mean_time_to_goal_s,p95_time_to_goal_s,deadlock_time_pct,jerk_mean,planner_ms_per_tick_per_agent_mean,planner_ms_per_tick_per_agent_p95,episode_runtime_s
runs_leaderboard_smoke,orca_expert,intersection,realistic_v2v_50hz,10,0,0.02,60.0,3.0,2.2,30.0,8,80.00037350004064,80.12968440706433,152,1315,-0.6587607120001988,-0.0041679208632914525,1.0,28.189999999999998,29.044,0.002474226804123711,0.4260581628004758,0.06328475294530962,0.13016597367823124,1.9732103329151869
runs_leaderboard_smoke,orca_expert,intersection,realistic_v2v_50hz,10,1,0.02,60.0,3.0,2.2,30.0,8,80.00216514314349,80.1032851971137,335,1023,-0.9209592444390103,-0.46841881638257754,1.0,29.157999999999998,31.331,0.0026364193746167995,0.42527631922524495,0.06418051937868037,0.12637493200600147,2.115803249645978
runs_leaderboard_smoke,orca_expert,intersection,realistic_v2v_50hz,10,2,0.02,60.0,3.0,2.2,30.0,8,80.00085003380713,80.06843823279326,466,2309,-0.9663896970735091,-0.693528269913315,1.0,29.101999999999997,30.177,0.002102496714848883,0.4954245070869116,0.0651722053416254,0.12462493032217026,2.0848864587023854
runs_leaderboard_smoke,baseline_goal,funnel,ideal_50hz,10,0,0.02,60.0,3.0,2.0,30.0,8,82.42740653243264,89.29030673134426,9184,834,-0.8279577000754396,-0.3821052206836277,0.3,31.733333333333334,34.48800000000001,0.5235333333333333,0.11882457401729002,0.0005541109011410186,0.0007078051567077637,2.217801208142191
runs_leaderboard_smoke,baseline_goal,funnel,ideal_50hz,10,1,0.02,60.0,3.0,2.0,30.0,8,85.88594348351799,91.70606707817845,4769,353,-1.1478482134140868,-1.1162937267753417,0.2,31.04,31.832,0.5943,0.1200176532101966,0.0005557827586626993,0.0007078051567077637,2.2692684158682823
runs_leaderboard_smoke,baseline_goal,funnel,ideal_50hz,10,2,0.02,60.0,3.0,2.0,30.0,8,86.14095423255273,93.74454921987274,6963,895,-0.9314670595119314,-0.9200382042498891,0.2,31.480000000000004,33.154,0.5823333333333334,0.1174824820404462,0.0005639853387910786,0.0007078051567077637,2.311778707895428
runs_leaderboard_smoke,baseline_goal,funnel,realistic_v2v_50hz,10,0,0.02,60.0,3.0,2.0,30.0,8,82.42740653243264,89.29030673134426,9184,834,-0.8279577000754396,-0.3821052206836277,0.3,31.733333333333334,34.48800000000001,0.5235333333333333,0.11882457401729002,0.0005781879216166479,0.0007092021405696869,2.503365166950971
runs_leaderboard_smoke,baseline_goal,funnel,realistic_v2v_50hz,10,1,0.02,60.0,3.0,2.0,30.0,8,85.88594348351799,91.70606707817845,4769,353,-1.1478482134140868,-1.1162937267753417,0.2,31.04,31.832,0.5943,0.1200176532101966,0.0006041110092180274,0.0007906928658485413,2.6206414164043963
runs_leaderboard_smoke,baseline_goal,funnel,realistic_v2v_50hz,10,2,0.02,60.0,3.0,2.0,30.0,8,86.14095423255273,93.74454921987274,6963,895,-0.9314670595119314,-0.9200382042498891,0.2,31.480000000000004,33.154,0.5823333333333334,0.1174824820404462,0.0005740257700749046,0.0007497146725654602,2.561613957863301
runs_leaderboard_smoke,orca_expert,funnel,ideal_50hz,10,0,0.02,60.0,3.0,2.0,30.0,8,82.42740653243264,89.29030673134426,33,7093,-0.20916844818717184,0.2000071333024845,0.3,31.953333333333337,35.012,0.5184,0.14049007907676983,0.07762391108568752,0.10220799595117569,4.273523082956672
runs_leaderboard_smoke,orca_expert,funnel,ideal_50hz,10,1,0.02,60.0,3.0,2.0,30.0,8,85.88594348351799,91.70606707817845,42,6905,-0.385367791479314,0.20000280630740042,0.1,31.96,31.96,0.6559666666666667,0.15550831597745052,0.08739240198097256,0.10979222133755684,4.925597833003849
runs_leaderboard_smoke,orca_expert,funnel,ideal_50hz,10,2,0.02,60.0,3.0,2.0,30.0,8,86.14095423255273,93.74454921987274,109,1942,-1.0482158712351206,0.20000382198745073,0.3,33.64000000000001,37.514,0.5065333333333333,0.1692421391767104,0.07855417092819121,0.10641710832715034,4.319880417082459
runs_leaderboard_smoke,orca_expert,funnel,realistic_v2v_50hz,10,0,0.02,60.0,3.0,2.0,30.0,8,82.42740653243264,89.29030673134426,35,7017,-0.22687398102142686,0.24586131366660252,0.3,32.086666666666666,35.084,0.5179,0.1811389368508396,0.07659102049091025,0.1047254540026187,4.476243792101741
runs_leaderboard_smoke,orca_expert,funnel,realistic_v2v_50hz,10,1,0.02,60.0,3.0,2.0,30.0,8,85.88594348351799,91.70606707817845,104,4760,-0.5213772416554187,0.26246477656574396,0.1,31.98,31.98,0.6611333333333334,0.17540230795461334,0.08875141348835033,0.11041713878512383,5.202746999915689
runs_leaderboard_smoke,orca_expert,funnel,realistic_v2v_50hz,10,2,0.02,60.0,3.0,2.0,30.0,8,86.14095423255273,93.74454921987274,21,5174,-0.3242956714516172,0.34747956286467335,0.3,32.12,33.378,0.5059,0.16161053251231042,0.08328118807678694,0.11020819656550884,4.770580291748047
